"","fips","year","hyads"
"186","06057",1999,0.0231543043845118
"187","06059",1999,0.0343444648176085
"188","06061",1999,0.0220690440317254
"189","06063",1999,0.0221714718677029
"190","06065",1999,0.0802562254855207
"191","06067",1999,0.019676676582041
"192","06069",1999,0.0250646562441703
"193","06071",1999,0.100832940571163
"194","06073",1999,0.0613659545687798
"195","06075",1999,0.0190207143858956
"196","06077",1999,0.0220180513390746
"197","06079",1999,0.021819334109383
"198","06081",1999,0.0257504192807331
"199","06083",1999,0.0233420599789604
"200","06085",1999,0.0297300683235829
"201","06087",1999,0.0298374354105168
"202","06089",1999,0.0333144557239529
"203","06091",1999,0.0225823015238153
"204","06093",1999,0.053328006146894
"205","06095",1999,0.017664704378011
"206","06097",1999,0.0249413135260667
"207","06099",1999,0.0249525366004959
"208","06101",1999,0.021300231101642
"209","06103",1999,0.0275003755739836
"210","06105",1999,0.0519130600216058
"211","06107",1999,0.0320776818655573
"212","06109",1999,0.0263915501360279
"213","06111",1999,0.026024571838714
"214","06113",1999,0.0212705875926168
"215","06115",1999,0.0222826690384788
"216","08001",1999,0.452989838460208
"217","08003",1999,0.230121515563058
"218","08005",1999,0.419112495122486
"219","08007",1999,0.256006531204374
"220","08009",1999,0.47040535119384
"221","08011",1999,0.428312477424885
"222","08013",1999,0.421909619771055
"223","08014",1999,0.50224474656924
"224","08015",1999,0.228185220364847
"225","08017",1999,0.473450241889476
"226","08019",1999,0.394408171953126
"227","08021",1999,0.20792503914722
"228","08023",1999,0.220664523427424
"229","08025",1999,0.363023065714266
"230","08027",1999,0.285003406455116
"231","08029",1999,0.177998498800443
"232","08031",1999,0.453773518312499
"233","08033",1999,0.235836177236513
"234","08035",1999,0.376879396417126
"235","08037",1999,0.207771775176627
"236","08039",1999,0.386307490012937
"237","08041",1999,0.3770808269201
"238","08043",1999,0.316886590081059
"239","08045",1999,0.176990023147194
"240","08047",1999,0.472474597755494
"241","08049",1999,0.297294224542967
"242","08051",1999,0.191645017997058
"243","08053",1999,0.212104533531516
"244","08055",1999,0.262857341668628
"245","08057",1999,0.247807883034165
"246","08059",1999,0.436493157311942
"247","08061",1999,0.462320398289099
"248","08063",1999,0.474296632132807
"249","08065",1999,0.216717565040387
"250","08067",1999,0.302596730892154
"251","08069",1999,0.326733570568883
"252","08071",1999,0.305400769871256
"253","08073",1999,0.398511422213332
"254","08075",1999,0.474374049134719
"255","08077",1999,0.179918197123232
"256","08079",1999,0.216508745459207
"257","08081",1999,0.233747996608735
"258","08083",1999,0.348260115503978
"259","08085",1999,0.188382319559847
"260","08087",1999,0.482889356633687
"261","08089",1999,0.352441368214502
"262","08091",1999,0.199681214122845
"263","08093",1999,0.296903808398165
"264","08095",1999,0.540832997798877
"265","08097",1999,0.198624644636276
"266","08099",1999,0.514505581516258
"267","08101",1999,0.349446908073578
"268","08103",1999,0.183183791617585
"269","08105",1999,0.229316663063528
"270","08107",1999,0.275671455466221
"271","08109",1999,0.222389983217911
"272","08111",1999,0.230482142705166
"273","08113",1999,0.211113803031583
"274","08115",1999,0.542428531225162
"275","08117",1999,0.258088124957406
"276","08119",1999,0.37959710318729
"277","08121",1999,0.4493640657371
"278","08123",1999,0.44087074015269
"279","08125",1999,0.512278592577276
"280","09001",1999,1.84175831734659
"281","09003",1999,1.83946266319844
"282","09005",1999,1.9378502203594
"283","09007",1999,1.62359540390976
"284","09009",1999,1.76839519308686
"285","09011",1999,1.53474704859069
"286","09013",1999,1.72086065859587
"287","09015",1999,1.5763977406331
"288","10001",1999,2.03424627146782
"289","10003",1999,2.0187441143289
"290","10005",1999,1.90714429386073
"291","12001",1999,0.817960739097223
"292","12003",1999,0.928764906596306
"293","12005",1999,1.02574283822924
"294","12007",1999,0.866117952723799
"295","12009",1999,0.633101433391713
"296","12011",1999,0.348001735771058
"297","12013",1999,1.06521166168949
"298","12015",1999,0.407621453219699
"299","12017",1999,0.686153939679145
"300","12019",1999,0.867556485037307
"301","12021",1999,0.348658321673163
"302","12023",1999,0.951724955491965
"303","12027",1999,0.432965292085678
"304","12029",1999,0.871631353876257
"305","12031",1999,0.946209973660302
"306","12033",1999,1.17473054763384
"307","12035",1999,0.749252760992592
"308","12037",1999,1.0124467627609
"309","12039",1999,1.11982193460017
"310","12041",1999,0.874528652778515
"311","12043",1999,0.402316599446802
"312","12045",1999,1.01164766540734
"313","12047",1999,1.02790714138718
"314","12049",1999,0.492421676513883
"315","12051",1999,0.359945352354923
"316","12053",1999,0.658859812834364
"317","12055",1999,0.450513059876769
"318","12057",1999,0.638427073099149
"319","12059",1999,1.15649611408809
"320","12061",1999,0.619536893300827
"321","12063",1999,1.15214006393927
"322","12065",1999,1.0695211363163
"323","12067",1999,0.93193430877566
"324","12069",1999,0.651202327891389
"325","12071",1999,0.398050922268561
"326","12073",1999,1.0870521361959
"327","12075",1999,0.803694485450531
"328","12077",1999,1.03286712709374
"329","12079",1999,1.04878847438757
"330","12081",1999,0.588558722803677
"331","12083",1999,0.723974547984063
"332","12085",1999,0.440716204543018
"333","12086",1999,0.315456501827869
"334","12087",1999,0.350378241124944
"335","12089",1999,1.00954736376974
"336","12091",1999,1.0900100123539
"337","12093",1999,0.471030190581025
"338","12095",1999,0.642213473732968
"339","12097",1999,0.562914869289894
"340","12099",1999,0.401933357631605
"341","12101",1999,0.654922931906811
"342","12103",1999,0.76983424542339
"343","12105",1999,0.568078920283346
"344","12107",1999,0.804304663585639
"345","12109",1999,0.805977940928217
"346","12111",1999,0.531603301763751
"347","12113",1999,1.11785534220258
"348","12115",1999,0.515009727474458
"349","12117",1999,0.724072136875818
"350","12119",1999,0.654219239593204
"351","12121",1999,0.981482001668041
"352","12123",1999,0.960564200504834
"353","12125",1999,0.864461869908395
"354","12127",1999,0.714931194295907
"355","12129",1999,1.04501907155328
"356","12131",1999,1.09923065825895
"357","12133",1999,1.0848738439647
"358","13001",1999,1.22778052893653
"359","13003",1999,1.17824556738692
"360","13005",1999,1.21292273078538
"361","13007",1999,1.27912530145214
"362","13009",1999,1.76336326373015
"363","13011",1999,2.13372166225586
"364","13013",1999,2.05466111783111
"365","13015",1999,2.030092434369
"366","13017",1999,1.3321772175889
"367","13019",1999,1.21924875327281
"368","13021",1999,1.68588097366656
"369","13023",1999,1.49129514924359
"370","13025",1999,1.07824358913097
"371","13027",1999,1.14678832929826
"372","13029",1999,1.24396272981025
"373","13031",1999,1.38827025208033
"374","13033",1999,1.79701772700729
"375","13035",1999,1.87554861815962
"376","13037",1999,1.32222297802363
"377","13039",1999,1.04979654047262
"378","13043",1999,1.43082442903597
"379","13045",1999,2.04147567208985
"380","13047",1999,2.21214925940437
"381","13049",1999,0.992521011836054
"382","13051",1999,1.24496857074893
"383","13053",1999,1.8114365129907
"384","13055",1999,2.1545180783494
"385","13057",1999,2.03004063217144
"386","13059",1999,2.04439573878155
"387","13061",1999,1.38590675130406
"388","13063",1999,1.88783757147711
"389","13065",1999,1.08480252894158
"390","13067",1999,2.00376907676072
"391","13069",1999,1.2475291284041
"392","13071",1999,1.23318561841955
"393","13073",1999,2.0336522275021
"394","13075",1999,1.20698849134329
"395","13077",1999,1.97648859368293
"396","13079",1999,1.6525398528091
"397","13081",1999,1.38307787642463
"398","13083",1999,2.26214169040787
"399","13085",1999,2.08495002337337
"400","13087",1999,1.18617637061037
"401","13089",1999,1.97223788871597
"402","13091",1999,1.41825364767885
"403","13093",1999,1.43121209391849
"404","13095",1999,1.30871067872802
"405","13097",1999,1.97009993741373
"406","13099",1999,1.2831777032985
"407","13101",1999,1.06400866708698
"408","13103",1999,1.32698354110512
"409","13105",1999,2.14345895666807
"410","13107",1999,1.55080556976581
"411","13109",1999,1.28300669684854
"412","13111",1999,2.21025196811996
"413","13113",1999,1.89639235608924
"414","13115",1999,2.08203944542962
"415","13117",1999,2.08135211952344
"416","13119",1999,2.1797205420049
"417","13121",1999,1.97548537207272
"418","13123",1999,2.18520621889436
"419","13125",1999,1.83160090974267
"420","13127",1999,1.12527983112753
"421","13129",1999,2.04874006477593
"422","13131",1999,1.18341283270977
"423","13133",1999,1.93374300385619
"424","13135",1999,2.02960863092207
"425","13137",1999,2.28272249567773
"426","13139",1999,2.1271639453722
"427","13141",1999,1.81746258393652
"428","13143",1999,2.05831903130095
"429","13145",1999,2.17279237511494
"430","13147",1999,2.20533491384308
"431","13149",1999,2.0900125708171
"432","13151",1999,1.87766739097116
"433","13153",1999,1.49545761807456
"434","13155",1999,1.30949285725213
"435","13157",1999,2.07291319893391
"436","13159",1999,1.88016794395372
"437","13161",1999,1.27198220598559
"438","13163",1999,1.76469836514153
"439","13165",1999,1.65879403266693
"440","13167",1999,1.60248474946544
"441","13169",1999,1.75964466033454
"442","13171",1999,1.85170909209072
"443","13173",1999,1.14316957539242
"444","13175",1999,1.49035761459224
"445","13177",1999,1.36158957241548
"446","13179",1999,1.19824313442877
"447","13181",1999,2.09371436624065
"448","13183",1999,1.17177824243865
"449","13185",1999,1.12105824014336
"450","13187",1999,2.26902256492611
"451","13189",1999,1.95460618271725
"452","13191",1999,1.17335810493057
"453","13193",1999,1.53008312515681
"454","13195",1999,2.09466004484906
"455","13197",1999,1.70780183458145
"456","13199",1999,2.06287551485427
"457","13201",1999,1.24581181722305
"458","13205",1999,1.24220872488548
"459","13207",1999,1.80415659603855
"460","13209",1999,1.39151248298022
"461","13211",1999,1.92327476080505
"462","13213",1999,2.17775989118427
"463","13215",1999,1.95772425949797
"464","13217",1999,1.90399773718809
"465","13219",1999,1.98162583576477
"466","13221",1999,2.03349537292758
"467","13223",1999,2.01602126577735
"468","13225",1999,1.56709450565462
"469","13227",1999,2.0381753269111
"470","13229",1999,1.15997227237311
"471","13231",1999,1.9246497447981
"472","13233",1999,2.06350808549675
"473","13235",1999,1.43361599186493
"474","13237",1999,1.86973035818322
"475","13239",1999,1.48030728540119
"476","13241",1999,2.42516477987244
"477","13243",1999,1.41914350220939
"478","13245",1999,1.91702246385049
"479","13247",1999,1.92187428968186
"480","13249",1999,1.57602454628159
"481","13251",1999,1.58542883704244
"482","13253",1999,1.18919406689583
"483","13255",1999,1.88817212619558
"484","13257",1999,2.28183507169906
"485","13259",1999,1.62586494194943
"486","13261",1999,1.44499723821511
"487","13263",1999,1.91500164809388
"488","13265",1999,1.96440127543185
"489","13267",1999,1.29657465627734
"490","13269",1999,1.67362216650857
"491","13271",1999,1.33353281794736
"492","13273",1999,1.37761432164522
"493","13275",1999,1.17482083096612
"494","13277",1999,1.2751154831389
"495","13279",1999,1.37008224144361
"496","13281",1999,2.4323969019812
"497","13283",1999,1.46656553449517
"498","13285",1999,2.21186254970537
"499","13287",1999,1.33213804491291
"500","13289",1999,1.57228621921516
"501","13291",1999,2.34329804761523
"502","13293",1999,1.85935722096204
"503","13295",1999,2.20567265320745
"504","13297",1999,1.93621430341706
"505","13299",1999,1.08656903100759
"506","13301",1999,1.88490429376432
"507","13303",1999,1.6917368352726
"508","13305",1999,1.15639553996496
"509","13307",1999,1.55400673626945
"510","13309",1999,1.37684605348285
"511","13311",1999,2.34339134766156
"512","13313",1999,2.16948422652307
"513","13315",1999,1.37996922974739
"514","13317",1999,2.0470669705415
"515","13319",1999,1.62986907275503
"516","13321",1999,1.30219762136884
"517","16001",1999,0.0604009966177484
"518","16003",1999,0.0682557366663457
"519","16005",1999,0.0907509857873534
"520","16007",1999,0.160045447931134
"521","16009",1999,0.0687076734359538
"522","16011",1999,0.0785345588027712
"523","16013",1999,0.0674079160055753
"524","16015",1999,0.0641041580098521
"525","16017",1999,0.055391235807662
"526","16019",1999,0.0917525781320579
"527","16021",1999,0.0499240672715026
"528","16023",1999,0.0715091802021109
"529","16025",1999,0.0699235627367804
"530","16027",1999,0.0571554911635454
"531","16029",1999,0.104200106921276
"532","16031",1999,0.0729403310397739
"533","16033",1999,0.0712422794085403
"534","16035",1999,0.0623158634113145
"535","16037",1999,0.0626498544657116
"536","16039",1999,0.0672913224195371
"537","16041",1999,0.123365446655344
"538","16043",1999,0.0793104491539917
"539","16045",1999,0.0635528050623947
"540","16047",1999,0.0662088833642046
"541","16049",1999,0.0604357723441097
"542","16051",1999,0.0740016056897537
"543","16053",1999,0.0649752013085802
"544","16055",1999,0.0651442910005634
"545","16057",1999,0.0703466747759508
"546","16059",1999,0.0616302803012954
"547","16061",1999,0.0661209684965968
"548","16063",1999,0.0650236869015844
"549","16065",1999,0.0802397572288834
"550","16067",1999,0.0675425375226359
"551","16069",1999,0.0668975322329521
"552","16071",1999,0.0904342505720344
"553","16073",1999,0.0579543027084439
"554","16075",1999,0.0616504496156111
"555","16077",1999,0.0781023570507968
"556","16079",1999,0.0589690452278224
"557","16081",1999,0.0868088672799793
"558","16083",1999,0.0606627796341483
"559","16085",1999,0.0635549255101054
"560","16087",1999,0.0677216621785124
"561","17001",1999,2.12851805810643
"562","17003",1999,2.66526705891733
"563","17005",1999,2.99374777943
"564","17007",1999,2.29290334033067
"565","17009",1999,2.34355802915123
"566","17011",1999,2.37595966554897
"567","17013",1999,2.42687805657192
"568","17015",1999,2.0642797263001
"569","17017",1999,2.44777603362577
"570","17019",1999,2.96635020186623
"571","17021",1999,2.92739139960171
"572","17023",1999,3.22751213831671
"573","17025",1999,3.45901433387971
"574","17027",1999,3.05163723120157
"575","17029",1999,3.15389389463469
"576","17031",1999,2.47230175837418
"577","17033",1999,3.26160759776219
"578","17035",1999,3.22197045437935
"579","17037",1999,2.45223638857312
"580","17039",1999,2.91914171875133
"581","17041",1999,3.10797421077871
"582","17043",1999,2.48218837990517
"583","17045",1999,3.19878213314475
"584","17047",1999,3.36878381024225
"585","17049",1999,3.28059023000388
"586","17051",1999,3.20890140754443
"587","17053",1999,2.79166656774526
"588","17055",1999,3.58969073152769
"589","17057",1999,2.39345892410918
"590","17059",1999,3.47451858870922
"591","17061",1999,2.49102903541311
"592","17063",1999,2.6440077268681
"593","17065",1999,3.68612344681287
"594","17067",1999,2.17950333619232
"595","17069",1999,3.35525900040134
"596","17071",1999,2.27663965135506
"597","17073",1999,2.24365951077815
"598","17075",1999,2.71268326987262
"599","17077",1999,2.86554768274934
"600","17079",1999,3.2607698035674
"601","17081",1999,3.59474308729395
"602","17083",1999,2.48486034361502
"603","17085",1999,1.84947221203559
"604","17087",1999,3.35678268850481
"605","17089",1999,2.48906386419581
"606","17091",1999,2.64917517301432
"607","17093",1999,2.6168084977162
"608","17095",1999,2.31693702088798
"609","17097",1999,2.35458612156648
"610","17099",1999,2.50420839010153
"611","17101",1999,3.31568027540404
"612","17103",1999,2.4033137952879
"613","17105",1999,2.65519909104761
"614","17107",1999,2.70473394112021
"615","17109",1999,2.36519608709724
"616","17111",1999,2.30590538500616
"617","17113",1999,2.70548350842826
"618","17115",1999,3.04156127954233
"619","17117",1999,2.63181827206483
"620","17119",1999,2.66652729195697
"621","17121",1999,3.45133844428352
"622","17123",1999,2.38931613918118
"623","17125",1999,2.47359857997775
"624","17127",1999,3.32537278185344
"625","17129",1999,2.53044853451598
"626","17131",1999,2.17622866159268
"627","17133",1999,2.38685189829032
"628","17135",1999,2.91478183486502
"629","17137",1999,2.50178639034074
"630","17139",1999,3.18025100525912
"631","17141",1999,2.3030311676822
"632","17143",1999,2.38479775782263
"633","17145",1999,3.09861618688332
"634","17147",1999,3.11449522584514
"635","17149",1999,2.3195133963856
"636","17151",1999,3.61227714170181
"637","17153",1999,2.87153298620731
"638","17155",1999,2.37590960837623
"639","17157",1999,2.54747714436528
"640","17159",1999,3.30663215816627
"641","17161",1999,2.09199915291245
"642","17163",1999,2.57636661163796
"643","17165",1999,3.7120913235127
"644","17167",1999,2.63454136039624
"645","17169",1999,2.37079462305496
"646","17171",1999,2.4723534678429
"647","17173",1999,3.18476521878994
"648","17175",1999,2.33431990550567
"649","17177",1999,2.03338754584762
"650","17179",1999,2.47718829606997
"651","17181",1999,2.90007424370554
"652","17183",1999,2.97304807647129
"653","17185",1999,3.3740028346187
"654","17187",1999,2.32619309606655
"655","17189",1999,3.08037360109312
"656","17191",1999,3.52492626233519
"657","17193",1999,3.4691065791375
"658","17195",1999,2.2107381756438
"659","17197",1999,2.60394684990867
"660","17199",1999,3.45356889119206
"661","17201",1999,2.25385525888627
"662","17203",1999,2.46795546761825
"663","18001",1999,2.6501236215769
"664","18003",1999,2.61828037146757
"665","18005",1999,3.40623559317308
"666","18007",1999,2.73309617803677
"667","18009",1999,2.68004207886878
"668","18011",1999,2.94150343142157
"669","18013",1999,3.46949640128948
"670","18015",1999,2.7138454971134
"671","18017",1999,2.65823538527679
"672","18019",1999,3.30581548922234
"673","18021",1999,3.26381242387735
"674","18023",1999,2.82811763292248
"675","18025",1999,3.21658435653845
"676","18027",1999,3.48124472999158
"677","18029",1999,3.18940540294249
"678","18031",1999,3.28382895563112
"679","18033",1999,2.67210180633876
"680","18035",1999,2.76849198688489
"681","18037",1999,3.4151465533826
"682","18039",1999,2.48935047310314
"683","18041",1999,3.06678099512053
"684","18043",1999,3.24800918881062
"685","18045",1999,2.95779883637894
"686","18047",1999,3.13982605732177
"687","18049",1999,2.56928035842601
"688","18051",1999,3.43875338301935
"689","18053",1999,2.69597090715208
"690","18055",1999,3.43268519681862
"691","18057",1999,2.91803818807381
"692","18059",1999,3.01193155835858
"693","18061",1999,3.13481471355978
"694","18063",1999,3.09590996254418
"695","18065",1999,2.91753605408601
"696","18067",1999,2.73176019019273
"697","18069",1999,2.6109417072647
"698","18071",1999,3.5333919974618
"699","18073",1999,2.64890853405445
"700","18075",1999,2.70865693661284
"701","18077",1999,3.37888777796336
"702","18079",1999,3.44047872759476
"703","18081",1999,3.26176750057998
"704","18083",1999,3.36899516753589
"705","18085",1999,2.5160715307983
"706","18087",1999,2.58124953767001
"707","18089",1999,2.57203133337137
"708","18091",1999,2.49751853454722
"709","18093",1999,3.59227612012571
"710","18095",1999,2.84592463584529
"711","18097",1999,3.07040950782028
"712","18099",1999,2.53613272720488
"713","18101",1999,3.51984881001622
"714","18103",1999,2.64232015486089
"715","18105",1999,3.49963399864832
"716","18107",1999,2.94526231277529
"717","18109",1999,3.26125371990664
"718","18111",1999,2.67480331587411
"719","18113",1999,2.5528542825332
"720","18115",1999,3.24071550545508
"721","18117",1999,3.42704292652852
"722","18119",1999,3.43590237692008
"723","18121",1999,3.19341085236008
"724","18123",1999,3.12757703017244
"725","18125",1999,3.45517659310401
"726","18127",1999,2.53780784565875
"727","18129",1999,3.36588057757881
"728","18131",1999,2.63384575966269
"729","18133",1999,3.22889263699136
"730","18135",1999,2.80023431840741
"731","18137",1999,3.31655686854877
"732","18139",1999,3.08252665195029
"733","18141",1999,2.47410542440864
"734","18143",1999,3.44143755349459
"735","18145",1999,3.19133935404813
"736","18147",1999,3.20037111761876
"737","18149",1999,2.59719355667079
"738","18151",1999,2.72004630271242
"739","18153",1999,3.27147180501044
"740","18155",1999,3.24071711939157
"741","18157",1999,2.77970359836649
"742","18159",1999,2.83089209710426
"743","18161",1999,3.04334493085686
"744","18163",1999,3.34377994833464
"745","18165",1999,3.18549193936723
"746","18167",1999,3.25223581964033
"747","18169",1999,2.57778025329535
"748","18171",1999,2.85766715822073
"749","18173",1999,3.35495527560055
"750","18175",1999,3.44075984934278
"751","18177",1999,2.9098334690724
"752","18179",1999,2.64249363354229
"753","18181",1999,2.68208923925922
"754","18183",1999,2.55738458401627
"755","19001",1999,1.10271477663647
"756","19003",1999,1.10171776149713
"757","19005",1999,1.34171673242477
"758","19007",1999,1.30939775039532
"759","19009",1999,1.02090437710437
"760","19011",1999,1.48567764451257
"761","19013",1999,1.37930704359032
"762","19015",1999,1.13431008956927
"763","19017",1999,1.31615787323365
"764","19019",1999,1.46368417241055
"765","19021",1999,0.942831335825591
"766","19023",1999,1.22004767152655
"767","19025",1999,1.00511132359627
"768","19027",1999,1.0023631160604
"769","19029",1999,1.05376446977626
"770","19031",1999,1.77347850576259
"771","19033",1999,1.09702875552236
"772","19035",1999,0.912869394261197
"773","19037",1999,1.2722077514138
"774","19039",1999,1.21505278794256
"775","19041",1999,0.917835734432728
"776","19043",1999,1.45050222394059
"777","19045",1999,1.92861459038545
"778","19047",1999,0.970756149386596
"779","19049",1999,1.13470498624551
"780","19051",1999,1.44681158960168
"781","19053",1999,1.18655922272389
"782","19055",1999,1.52398630649035
"783","19057",1999,2.05965732774998
"784","19059",1999,0.895247619502852
"785","19061",1999,1.62707832720746
"786","19063",1999,0.933829935221608
"787","19065",1999,1.39130238690039
"788","19067",1999,1.1735803241899
"789","19069",1999,1.15338616265296
"790","19071",1999,1.09392039675951
"791","19073",1999,1.05348121506508
"792","19075",1999,1.28019124823036
"793","19077",1999,1.06337338727332
"794","19079",1999,1.12619193391834
"795","19081",1999,1.03741838189966
"796","19083",1999,1.19340711643314
"797","19085",1999,0.981077694642227
"798","19087",1999,1.79791572789769
"799","19089",1999,1.24893902184189
"800","19091",1999,1.01434539336535
"801","19093",1999,0.935409542848058
"802","19095",1999,1.54617653309955
"803","19097",1999,1.82179957071572
"804","19099",1999,1.30009283517129
"805","19101",1999,1.61697307019443
"806","19103",1999,1.65114567814599
"807","19105",1999,1.66998206503833
"808","19107",1999,1.53170571242853
"809","19109",1999,0.979911234920007
"810","19111",1999,1.93470610169328
"811","19113",1999,1.56285598088138
"812","19115",1999,1.92511948167577
"813","19117",1999,1.25578320039866
"814","19119",1999,0.911354180753507
"815","19121",1999,1.15609901600874
"816","19123",1999,1.3980318368502
